id,server_timestamp,device_timestamp_ms,edge_risk,node1_accel_x_g,node1_accel_y_g,node1_accel_z_g,node1_accel_magnitude_g,node1_gyro_x_dps,node1_gyro_y_dps,node1_gyro_z_dps,node1_gyro_magnitude_dps,node1_roll_deg,node1_pitch_deg,node1_fsr_raw,node1_fsr_voltage,node1_fsr_resistance_ohm,node1_vibration,node1_vibration_events,node1_vibration_duration_ms,node1_tilt_change_deg,node1_accel_deviation_g,node2_online,sd_available,esp_now_available,node2_packet_id,node2_device_timestamp_ms,node2_accel_x_g,node2_accel_y_g,node2_accel_z_g,node2_accel_magnitude_g,node2_gyro_x_dps,node2_gyro_y_dps,node2_gyro_z_dps,node2_gyro_magnitude_dps,node2_roll_deg,node2_pitch_deg,node2_fsr_raw,node2_fsr_voltage,node2_fsr_resistance_ohm,node2_vibration,node2_vibration_events,n1_tilt,n1_accel_deviation,n1_accel,n1_gyro,n1_fsr,n1_vibration,n1_vibration_events,n2_tilt,n2_accel,n2_gyro,n2_fsr,n2_vibration,n2_vibration_events,n1_tilt_rate,n1_accel_change,n1_fsr_change,n2_tilt_rate,n2_accel_change,n2_fsr_change,n2_accel_deviation,n1_shock,n1_tilt_flag,n1_pressure_flag,n1_sudden_pressure_flag,node_tilt_difference,node_accel_difference,node_fsr_difference,node_gyro_difference,node_vibration_difference,node_data_available,n1_tilt_rolling_mean,n1_tilt_rolling_std,n1_accel_deviation_rolling_mean,n1_accel_deviation_rolling_std,n1_fsr_rolling_mean,n1_fsr_rolling_std,n1_vibration_events_rolling_mean,n1_vibration_events_rolling_std,n2_tilt_rolling_mean,n2_tilt_rolling_std,n2_accel_deviation_rolling_mean,n2_accel_deviation_rolling_std,n2_fsr_rolling_mean,n2_fsr_rolling_std,n2_vibration_events_rolling_mean,n2_vibration_events_rolling_std
1,2026-09-13 19:06:37.758603+00:00,205167734,NORMAL,0.00407342809396842,0.012008546449758122,1.0189301423310804,1.0189301423310804,-0.17103980595857848,-0.07940021106742634,-0.7956785469091288,1.178548908020562,0.09925141163955864,-0.7647997922759293,6,0.004835164835164834,6815000.000000001,0,0,0,1.6007387738625094,0.01893014233108037,1,0,1,42356.0,205167734.0,0.011961530139128651,0.011800426158385544,1.0305838013537518,1.0305838013537518,0.7740799691699751,0.08103489357737481,-0.8695646437100844,1.0699231869155372,1.2677307677271188,1.8904649854268538,48.0,0.038681318681318674,843125.0000000001,0.0,0.0,1.6007387738625094,0.01893014233108037,1.0189301423310804,1.178548908020562,6.0,0.0,0.0,1.8904649854268538,1.0305838013537518,1.0699231869155372,48.0,0.0,0.0,27.319076495303385,0.33913832458602666,649.0,13.427027243150432,0.6701899127919007,616.0,0.030583801353751827,0.0,0.0,0.0,0.0,0.2897262115643444,0.011653659022671459,42.0,0.10862572110502478,0.0,1.0,7.043463745868812,7.697175471678037,0.1884993046240937,0.2398070090750239,330.5,458.91230099006935,2.0,2.8284271247461903,4.565504769025228,3.7830775418524096,0.36567875774970215,0.47389583201797386,356.0,435.57777721091327,0.5,0.7071067811865476
2,2026-09-13 19:06:38.157059+00:00,205168234,CRITICAL_MOVEMENT,-0.0011340402675161891,-0.005672539082851126,1.358068466917107,1.358068466917107,0.22317951695355998,-0.4196285205596595,-0.5860021104005364,1.447634134184688,-12.388507806651019,-12.091816652348802,655,0.5278388278388279,52519.083969465646,1,4,90,12.486188717875114,0.35806846691710703,1,0,1,8423.0,205168234.0,0.005637802212726951,-0.022562755030228945,1.7007737141456525,1.7007737141456525,0.5759932683108029,0.9802495394887785,-0.8543672822775397,0.6730486315474363,-1.6002737211958795,7.240544552623602,664.0,0.535091575091575,51671.68674698796,1.0,1.0,12.486188717875114,0.35806846691710703,1.358068466917107,1.447634134184688,655.0,1.0,4.0,7.240544552623602,1.7007737141456525,0.6730486315474363,664.0,1.0,1.0,27.319076495303385,0.33913832458602666,649.0,13.427027243150432,0.6701899127919007,616.0,0.7007737141456525,1.0,1.0,0.0,0.0,5.2456441652515124,0.34270524722854545,9.0,0.7745855026372516,3.0,1.0,7.043463745868812,7.697175471678037,0.1884993046240937,0.2398070090750239,330.5,458.91230099006935,2.0,2.8284271247461903,4.565504769025228,3.7830775418524096,0.36567875774970215,0.47389583201797386,356.0,435.57777721091327,0.5,0.7071067811865476
3,2026-09-13 19:06:38.664761+00:00,205168750,NORMAL,0.014514123086241476,-0.028455022294143734,1.0026676702950121,1.0026676702950121,-0.3254905739183389,-0.7187468211449632,0.5960891002388653,0.7596576856195701,0.13214011611548876,0.21939656777231614,15,0.012087912087912088,2720000.0,0,0,0,0.33617664247002016,0.0026676702950121367,1,0,1,60019.0,205168750.0,0.017799140215358278,0.025213294857857158,1.0568266064798517,1.0568266064798517,0.9800455065355425,0.0811695800108565,-0.4238927572721374,0.8566083434640396,1.0563658732821897,1.7598479124577282,33.0,0.02659340659340659,1230909.0909090908,0.0,0.0,0.33617664247002016,0.0026676702950121367,1.0026676702950121,0.7596576856195701,15.0,0.0,0.0,1.7598479124577282,1.0568266064798517,0.8566083434640396,33.0,0.0,0.0,-23.93138509480974,-0.3554007966220949,-640.0,-10.795105475585824,-0.6439471076658008,-631.0,0.056826606479851716,0.0,0.0,0.0,0.0,1.423671269987708,0.05415893618483958,18.0,0.09695065784446943,0.0,1.0,4.807701378069215,6.679757122583694,0.12655542651439985,0.20066098999696008,225.33333333333334,372.1294577607816,1.3333333333333333,2.3094010767585034,3.630285816836061,3.127257793888352,0.262728040659752,0.379585537461596,248.33333333333334,360.0560141607599,0.3333333333333333,0.5773502691896258
4,2026-09-13 19:06:39.166117+00:00,205169250,CRITICAL_MOVEMENT,0.004063938587931526,0.015118917051144674,1.7286515650099603,1.7286515650099603,0.819336907435489,-0.5830223322685972,0.674172198064809,1.2778724499767695,3.781812713770652,-3.45955621357088,690,0.5560439560439561,49347.82608695651,1,2,437,10.783750199897282,0.7286515650099603,0,0,1,,,,,,,,,,,,,,,,,,10.783750199897282,0.7286515650099603,1.7286515650099603,1.2778724499767695,690.0,1.0,2.0,1.1743859485732946,,1.1120807908334045,30.0,0.0,0.0,20.838632742855896,0.7259838947149482,675.0,-6.606721445572027,-0.4189960244361063,-421.0,0.06072276897857032,1.0,1.0,0.0,0.0,0.7947623829239097,0.05482597863525007,23.5,0.33096325147616273,1.0,0.0,6.301713583526231,6.218873962223645,0.27707946113828996,0.34274358044392755,341.5,382.4905227584077,1.5,1.9148542155126764,3.630285816836061,3.127257793888352,0.262728040659752,0.379585537461596,248.33333333333334,360.0560141607599,0.3333333333333333,0.5773502691896258
5,2026-09-13 19:06:39.678643+00:00,205169750,SIGNIFICANT_MOVEMENT,-0.028287896614786843,0.008103284800367323,1.0091259103916284,1.0091259103916284,-0.42924115306873856,-0.03660296782909356,-0.12658554301377523,0.8025773930949133,-0.22404454302304144,0.48417122480870745,56,0.045128205128205125,721250.0,1,2,489,0.7547774805489721,0.009125910391628356,1,0,1,16003.0,205169750.0,0.01955649359277474,-0.010745967771122689,1.064618931477289,1.064618931477289,0.7248519318432902,-0.5493040266079849,0.4678670445341404,1.3675532382027693,0.12098130814472086,-0.5889239846888608,27.0,0.021758241758241755,1506666.6666666667,0.0,0.0,0.7547774805489721,0.009125910391628356,1.0091259103916284,0.8025773930949133,56.0,1.0,2.0,0.5889239846888608,1.064618931477289,1.3675532382027693,27.0,0.0,0.0,-19.567734552682808,-0.719525654618332,-634.0,-2.418337415558229,-0.19404494120641175,-211.0,0.06461893147728892,0.0,0.0,0.0,0.0,0.16585349586011133,0.055493021085660565,29.0,0.564975845107856,2.0,1.0,5.19232636293078,5.929544252690921,0.22348875098895765,0.32010106610755146,284.4,355.0018309811937,1.6,1.6733200530681511,2.869945358799261,2.971918233756453,0.21320076336413624,0.32537454052000814,193.0,314.1241792667352,0.25,0.5
6,2026-09-13 19:06:40.179763+00:00,205170265,NORMAL,-0.0265910755716741,0.028787224351821683,1.0686309932137001,1.0686309932137001,-0.1706253594448468,0.9382581298750095,-0.23867329058496445,0.10161152047357232,-0.5681434864636177,0.6990189746282082,58,0.04673992673992673,696034.4827586208,0,0,0,0.7884557564095095,0.06863099321370014,1,0,1,78874.0,205170265.0,-0.00730974070590432,-0.01881320459854641,1.0955250735005717,1.0955250735005717,0.6249002860628861,0.6741342838999325,-0.03767096904516176,1.1328624569426295,-1.1994491212257745,-1.4759297441248351,26.0,0.02095238095238095,1565000.0,0.0,0.0,0.7884557564095095,0.06863099321370014,1.0686309932137001,0.10161152047357232,58.0,0.0,0.0,1.4759297441248351,1.0955250735005717,1.1328624569426295,26.0,0.0,0.0,0.06720601025809667,0.059505082822071786,2.0,1.7700466144555682,0.03090614202328279,-1.0,0.09552507350057171,0.0,0.0,0.0,0.0,0.6874739877153256,0.02689408028687157,32.0,1.0312509364690572,0.0,1.0,5.02986975944018,6.062190081716012,0.23342892116548158,0.31285037795414544,294.8,345.4398645205848,1.6,1.6733200530681511,2.766311548473756,3.024226172646829,0.2294360814008412,0.3146691626771262,187.5,317.68170653449135,0.25,0.5
7,2026-09-13 19:06:40.688615+00:00,205170765,NORMAL,-0.02868401863841517,0.0038843137454677643,1.0070230319666291,1.0070230319666291,-0.4000662408817388,-0.740520990260356,0.3815718618984172,0.7907466208904368,0.5492299203918785,-0.647184840793213,18,0.014505494505494505,2265000.0,0,0,0,1.4234975684248066,0.007023031966629123,1,0,1,4012.0,205170765.0,-0.024844319961579032,0.01423762069412872,1.0568036886791963,1.0568036886791963,-0.371862536400535,0.8480274156569874,0.38758922122404793,1.3702494822447864,-0.24842566448274572,0.28867274660913517,35.0,0.028205128205128206,1159999.9999999998,0.0,0.0,1.4234975684248066,0.007023031966629123,1.0070230319666291,0.7907466208904368,18.0,0.0,0.0,0.28867274660913517,1.0568036886791963,1.3702494822447864,35.0,0.0,0.0,1.2479892228296188,-0.06160796124707102,-40.0,-2.333206900072516,-0.03872138482137544,9.0,0.056803688679196274,0.0,0.0,0.0,0.0,1.1348248218156713,0.04978065671256715,17.0,0.5795028613543496,0.0,1.0,2.8173315295501182,4.470268314766226,0.16321983417538602,0.31724575125722493,167.4,292.8460346325352,0.8,1.0954451150103321,1.0283435969701398,0.7013402610319185,0.06844357503422716,0.01842531203057056,30.25,4.42530601578246,0.0,0.0
8,2026-09-13 19:06:41.188371+00:00,205171265,NORMAL,0.013703734752315212,0.0139506832262382,1.038577001287325,1.038577001287325,0.8817172958180948,0.3214870424113452,0.5185494758959786,1.0686298416425706,-0.795233439884465,-0.23993752957348058,28,0.022564102564102562,1452500.0,0,0,0,0.8400715361711595,0.038577001287325,1,0,1,34524.0,205171265.0,0.026051377000641404,0.015932858491315934,1.077537205716571,1.077537205716571,-0.3373075155357579,-0.26721294360954406,0.18058397823606787,0.6407728090598621,-0.41318577491325936,-0.27393741495732027,8.0,0.006446886446886447,5108750.0,0.0,0.0,0.8400715361711595,0.038577001287325,1.038577001287325,1.0686298416425706,28.0,0.0,0.0,0.41318577491325936,1.077537205716571,0.6407728090598621,8.0,0.0,0.0,-1.167421766329263,0.031553969320695874,10.0,0.24914764065688896,0.020733517037374805,-27.0,0.07753720571657108,0.0,0.0,0.0,0.0,0.4268857612579001,0.03896020442924608,20.0,0.42785703258270846,0.0,1.0,2.9181105082903462,4.405560143698171,0.17040170037384858,0.31308162243106497,170.0,291.20782956507196,0.8,1.0954451150103321,0.6916780625840226,0.5371468885136849,0.073621224843407,0.016921232231323892,24.0,11.401754250990809,0.0,0.0
9,2026-09-13 19:06:41.685960+00:00,205171765,NORMAL,-0.011365775014639146,-0.014880219907319027,1.016791699706304,1.016791699706304,-0.21905826763344938,-0.2691696886519339,-0.20555687193065908,1.1850307542351692,1.7721166526016516,0.8882521793015175,6,0.004835164835164834,6815000.000000001,0,0,0,1.802773418632216,0.01679169970630401,1,0,1,26528.0,205171765.0,-0.01850010500218626,-0.02011015751927436,1.0060164473616624,1.0060164473616624,-0.8394616528604992,0.22497603348321338,0.6635688136024509,0.5221564842326334,-0.07234421974491423,-1.7155130293739478,7.0,0.005641025641025641,5840000.0,0.0,0.0,1.802773418632216,0.01679169970630401,1.016791699706304,1.1850307542351692,6.0,0.0,0.0,1.7155130293739478,1.0060164473616624,0.5221564842326334,7.0,0.0,0.0,1.9347330476780162,-0.021785301581020988,-22.0,2.6172750090148464,-0.07152075835490868,-1.0,0.006016447361662403,0.0,0.0,0.0,0.0,0.08726038925826818,0.010775252344641606,1.0,0.6628742700025358,0.0,1.0,1.1219151520373327,0.4690258508940519,0.028029727313117325,0.025906739418005288,33.2,23.09112383579457,0.4,0.8944271909999159,0.8964450559420076,0.6527194594343692,0.060100269347058075,0.033598024686594834,20.6,12.461942063739109,0.0,0.0
10,2026-09-13 19:06:42.206155+00:00,205172265,NORMAL,-0.02746258325587712,-0.0073870001834363055,1.056361837140977,1.056361837140977,0.9326161421868759,-0.24935560132006396,0.35050866105148026,0.8615606315775766,-0.413112466961319,0.22138018162559692,1,0.0008058608058608059,40940000.0,0,0,0,1.0541972547741254,0.05636183714097709,1,0,1,2069.0,205172265.0,0.023504296672161994,-0.017212746789067767,1.0536902288698655,1.0536902288698655,-0.9425951642481969,-0.9144571320856136,0.025782081511942945,0.7114588310191835,0.0024472719527208753,-0.0417949408250648,4.0,0.0032234432234432234,10227500.0,0.0,0.0,1.0541972547741254,0.05636183714097709,1.056361837140977,0.8615606315775766,1.0,0.0,0.0,0.0417949408250648,1.0536902288698655,0.7114588310191835,4.0,0.0,0.0,-1.4390299096648191,0.03957013743467308,-5.0,-3.2174820760462577,0.04767378150820312,-3.0,0.05369022886986552,0.0,0.0,0.0,0.0,1.0124023139490606,0.0026716082711115696,3.0,0.15010180055839306,0.0,1.0,1.1817991068823634,0.42772835970157635,0.03747691266298707,0.025902433220705748,22.2,22.60973241770013,0.0,0.0,0.7870192471692484,0.7550096593378853,0.057914528825573394,0.03358605385684625,16.0,13.693063937628791,0.0,0.0
